No.,ID,ページ,type,subtype,語句,読み,sentence,hint,question,choices,answerIndex,正解選択肢,explanation
254,vocab1300_p048_003,48,meaning_context,,釣り合う,つりあう,左右の重さが釣り合うように、荷物を分けました。,,釣り合う の意味はどれ？,"[""一方をひいきすること"", ""大部分であること"", ""武器を持たないこと"", ""二つの物事のバランスが取れていること""]",3,二つの物事のバランスが取れていること,釣り合うは、二つの物事のバランスが取れていることです。
255,vocab1300_p048_004,48,meaning_context,,大半,たいはん,クラスの大半の人が、外で遊ぶことに賛成しました。,,大半 の意味はどれ？,"[""半分以上であること、大部分"", ""なくてはならないこと"", ""考えがないようす"", ""道具を持たないこと""]",0,半分以上であること、大部分,大半は、半分以上であること、大部分という意味です。
256,vocab1300_p048_005,48,meaning_context,,肩を持つ,かたをもつ,けんかの話を聞くとき、どちらか一方の肩を持つのはよくありません。,,肩を持つ の意味はどれ？,"[""武器を持たないこと"", ""必ず必要なこと"", ""一方をひいきすること"", ""大部分であること""]",2,一方をひいきすること,肩を持つは、どちらか一方をひいきすることです。
257,vocab1300_p048_006,48,meaning_context,,素手,すで,熱いなべを素手でさわると危ないので、ミトンを使いましょう。,,素手 の意味はどれ？,"[""二つの物事が安定していること"", ""武器や道具などを何も持っていないこと"", ""一方をひいきすること"", ""はっきりした意図がないこと""]",1,武器や道具などを何も持っていないこと,素手は、武器や道具などを何も持っていないことです。
258,vocab1300_p049_001,49,meaning_context,animal_idiom_word,袋のねずみ,ふくろのねずみ,出口をふさがれて、逃げる場所がなくなり、まるで袋のねずみでした。,,袋のねずみ の意味はどれ？,"[""少ししかないこと"", ""寝たふりをすること"", ""逃げ場を失った状態"", ""お風呂が短いこと""]",2,逃げ場を失った状態,袋のねずみは、逃げ場を失った状態のたとえです。
259,vocab1300_p049_002,49,meaning_context,animal_idiom_word,烏の行水,からすのぎょうずい,弟はお風呂に入ってもすぐ出てくるので、烏の行水です。,,烏の行水 の意味はどれ？,"[""お風呂に入る時間がとても短いこと"", ""いくら言っても効き目がないこと"", ""力のある人の一言で決まること"", ""逃げ場を失うこと""]",0,お風呂に入る時間がとても短いこと,烏の行水は、お風呂に入る時間がとても短いことのたとえです。
260,vocab1300_p049_003,49,meaning_context,animal_idiom_word,狸寝入り,たぬきねいり,名前を呼ばれているのに、弟は狸寝入りをしていました。,,狸寝入り の意味はどれ？,"[""わずかしかないこと"", ""寝たふりをすること"", ""意見が効かないこと"", ""一言で物事が決まること""]",1,寝たふりをすること,狸寝入りは、寝たふりをすることです。
261,vocab1300_p049_004,49,meaning_context,animal_idiom_word,鶴の一声,つるのひとこえ,なかなか決まらなかった話が、先生の鶴の一声で決まりました。,,鶴の一声 の意味はどれ？,"[""寝たふりをすること"", ""逃げ場がないこと"", ""お風呂が短いこと"", ""力のある人の一言で物事が決まること""]",3,力のある人の一言で物事が決まること,鶴の一声は、力のある人の一言で物事が決まってしまうたとえです。
262,vocab1300_p049_005,49,meaning_context,animal_idiom_word,馬の耳に念仏,うまのみみにねんぶつ,何度注意してもふざけてばかりで、馬の耳に念仏でした。,,馬の耳に念仏 の意味はどれ？,"[""少ししかないこと"", ""寝たふりをすること"", ""いくら意見を言っても効き目がないこと"", ""逃げ場がないこと""]",2,いくら意見を言っても効き目がないこと,馬の耳に念仏は、いくら意見を言っても、まったく効き目がないことのたとえです。
263,vocab1300_p049_006,49,meaning_context,animal_idiom_word,雀の涙,すずめのなみだ,おこづかいは残りが雀の涙ほどしかありませんでした。,,雀の涙 の意味はどれ？,"[""わずかしかないこと"", ""お風呂が短いこと"", ""力のある人が決めること"", ""寝たふりをすること""]",0,わずかしかないこと,雀の涙は、わずかしかないことのたとえです。
264,vocab1300_p051_001,51,meaning_context,,無難,ぶなん,暗い道より、人通りの多い道を選ぶ方が無難です。,,無難 の意味はどれ？,"[""心と体のこと"", ""本当のことを隠すこと"", ""危険がなく、安心できること"", ""こわがってびくびくすること""]",2,危険がなく、安心できること,無難は、危険がなく、安心できることです。
265,vocab1300_p051_002,51,meaning_context,,心身,しんしん,よく寝ると、心身の疲れが少し取れます。,,心身 の意味はどれ？,"[""心と体"", ""危険がないこと"", ""筋が通っていること"", ""自分の力をこえていること""]",0,心と体,心身は、心と体のことです。
266,vocab1300_p051_003,51,meaning_context,,ものおじ,ものおじ,青ちゃんはものおじせず、初めて会う子にも話しかけました。,,ものおじ の意味はどれ？,"[""本心を隠してうそを言うこと"", ""こわがったり、びくびくしたりすること"", ""理屈に合うこと"", ""心と体のこと""]",1,こわがったり、びくびくしたりすること,ものおじは、こわがったり、びくびくしたりすることです。
267,vocab1300_p051_004,51,meaning_context,,偽る,いつわる,本当は忘れたのに、やったと偽るのはよくありません。,,偽る の意味はどれ？,"[""安心できること"", ""こわがること"", ""自分の力をこえること"", ""事実や本心を隠して、うそを言うこと""]",3,事実や本心を隠して、うそを言うこと,偽るは、事実や本心を隠して、うそを言うことです。
268,vocab1300_p051_005,51,meaning_context,,身の丈以上,みのたけいじょう,身の丈以上の目標でも、少しずつ近づこうと努力しました。,,身の丈以上 の意味はどれ？,"[""心と体のこと"", ""本来の自分の力や実力をこえていること"", ""危険がないこと"", ""筋が通っていること""]",1,本来の自分の力や実力をこえていること,身の丈以上は、本来の自分の力や実力をこえていることです。
269,vocab1300_p051_006,51,meaning_context,,理にかなう,りにかなう,寒い日に上着を着て出かけるのは、理にかなっています。,,理にかなう の意味はどれ？,"[""うそを言うこと"", ""びくびくすること"", ""筋が通っていて、理屈に合うこと"", ""自分の力をこえること""]",2,筋が通っていて、理屈に合うこと,理にかなうは、筋が通っていて、理屈に合うことです。
270,vocab1300_p052_001,52,meaning_context,,蚊の鳴くような声,かのなくようなこえ,発表のとき、緊張して蚊の鳴くような声になってしまいました。,,蚊の鳴くような声 の意味はどれ？,"[""わざとすること"", ""弱々しくて、とても小さい声"", ""偉そうな態度"", ""一度も会ったことがないこと""]",1,弱々しくて、とても小さい声,蚊の鳴くような声は、弱々しくて、とても小さい声のことです。
271,vocab1300_p052_002,52,meaning_context,,故意,こい,間違えたのではなく、故意に水をこぼしたのなら注意が必要です。,,故意 の意味はどれ？,"[""わざとすること"", ""保証すること"", ""小さい声で話すこと"", ""知らない人のこと""]",0,わざとすること,故意は、わざとすることです。
272,vocab1300_p052_003,52,meaning_context,,太鼓判を押す,たいこばんをおす,先生は、その作文のよさに太鼓判を押しました。,,太鼓判を押す の意味はどれ？,"[""ひねくれて解釈すること"", ""偉そうな態度をとること"", ""人物や物のよさが確かだと保証すること"", ""わざとすること""]",2,人物や物のよさが確かだと保証すること,太鼓判を押すは、人物や物のよさが確かだと保証することです。
273,vocab1300_p052_004,52,meaning_context,,曲解する,きょっかいする,相手の言葉を曲解せず、まずは本当の意味をたしかめましょう。,,曲解する の意味はどれ？,"[""小さい声で話すこと"", ""一度も会ったことがないこと"", ""確かだと保証すること"", ""わざとひねくれて解釈すること""]",3,わざとひねくれて解釈すること,曲解するは、わざとひねくれて解釈することです。
274,vocab1300_p052_005,52,meaning_context,,高飛車,たかびしゃ,勝ったからといって、高飛車な言い方をするのはよくありません。,,高飛車 の意味はどれ？,"[""わざとすること"", ""相手を見下すように、偉そうな態度をとるようす"", ""よさを保証すること"", ""知らない人のこと""]",1,相手を見下すように、偉そうな態度をとるようす,高飛車は、相手を見下すように、偉そうな態度をとるようすです。
275,vocab1300_p052_006,52,meaning_context,,見ず知らず,みずしらず,見ず知らずの人に、急に名前を教えるのはやめましょう。,,見ず知らず の意味はどれ？,"[""一度も会ったことがないこと"", ""弱々しい声のこと"", ""わざとすること"", ""曲がった受け取り方をすること""]",0,一度も会ったことがないこと,見ず知らずは、一度も会ったことがないことです。
276,vocab1300_p053_001,53,meaning_context,,疑惑,ぎわく,本当に自分で作ったのか、少し疑惑の目で見られました。,,疑惑 の意味はどれ？,"[""うれしくて笑顔になること"", ""表から奥までの長さ"", ""本当かどうか疑うこと"", ""顔をしかめること""]",2,本当かどうか疑うこと,疑惑は、本当かどうか疑うことです。
277,vocab1300_p053_002,53,meaning_context,,顔がほころぶ,かおがほころぶ,妹はプレゼントをもらって、顔がほころびました。,,顔がほころぶ の意味はどれ？,"[""うれしさで笑顔になること"", ""本当か疑うこと"", ""はっきり言わないこと"", ""敵意を持って争うこと""]",0,うれしさで笑顔になること,顔がほころぶは、うれしさで笑顔になることです。
278,vocab1300_p053_003,53,meaning_context,,いがみ合い,いがみあい,兄弟でいがみ合いばかりせず、話し合うことにしました。,,いがみ合い の意味はどれ？,"[""表から奥までの長さ"", ""お互いに敵意を持って争うこと"", ""顔をしかめること"", ""うれしくて笑うこと""]",1,お互いに敵意を持って争うこと,いがみ合いは、お互いに敵意を持って争うことです。
279,vocab1300_p053_004,53,meaning_context,,奥歯にものがはさまったよう,おくばにものがはさまったよう,友だちは奥歯にものがはさまったような言い方で、はっきり答えませんでした。,,奥歯にものがはさまったよう の意味はどれ？,"[""お互いに争うようす"", ""考え事で顔をしかめるようす"", ""思っていることをはっきりと言わないようす"", ""本当か疑うようす""]",2,思っていることをはっきりと言わないようす,奥歯にものがはさまったようは、思っていることをはっきりと言わないようすです。
280,vocab1300_p053_005,53,meaning_context,,奥行き,おくゆき,この本棚は奥行きがあるので、大きな本も入ります。,,奥行き の意味はどれ？,"[""本当か疑うこと"", ""表から奥までの長さや距離"", ""うれしくて笑うこと"", ""はっきり言わないこと""]",1,表から奥までの長さや距離,奥行きは、表から奥までの長さや距離のことです。
281,vocab1300_p053_006,53,meaning_context,,眉間にしわをよせる,みけんにしわをよせる,むずかしい問題を見て、青ちゃんは眉間にしわをよせました。,,眉間にしわをよせる の意味はどれ？,"[""お互いに争うこと"", ""うれしくて笑うこと"", ""考え事や不愉快なことで、顔をしかめること"", ""表から奥までの長さ""]",2,考え事や不愉快なことで、顔をしかめること,眉間にしわをよせるは、考え事や不愉快なことで、顔をしかめることです。
282,vocab1300_p054_001,54,meaning_context,,怖じ気づく,おじけづく,相手が強そうに見えても、怖じ気づかずに試合に出ました。,,怖じ気づく の意味はどれ？,"[""心配で頭から離れないこと"", ""予定通りになるようにすること"", ""こわくて、びくびくすること"", ""活動の範囲を広げること""]",2,こわくて、びくびくすること,怖じ気づくは、こわくて、びくびくすることです。
283,vocab1300_p054_002,54,meaning_context,,帳尻を合わせる,ちょうじりをあわせる,予定より遅れた分、最後に急いで帳尻を合わせました。,,帳尻を合わせる の意味はどれ？,"[""自分勝手でずうずうしいこと"", ""最終的に予定通りになるようにすること"", ""こわがること"", ""きっぱり結論を出すこと""]",1,最終的に予定通りになるようにすること,帳尻を合わせるは、最終的に予定通りになるようにすることです。
284,vocab1300_p054_003,54,meaning_context,,手を広げる,てをひろげる,母は仕事の手を広げて、新しい教室も始めました。,,手を広げる の意味はどれ？,"[""活動の範囲を広げること"", ""心配で離れないこと"", ""こわくてびくびくすること"", ""自分勝手なこと""]",0,活動の範囲を広げること,手を広げるは、仕事や活動の範囲を広げることです。
285,vocab1300_p054_004,54,meaning_context,,虫がいい,むしがいい,自分は手伝わないのに、分け前だけほしがるのは虫がいい話です。,,虫がいい の意味はどれ？,"[""予定を合わせること"", ""自分のことばかり考えていて、ずうずうしいこと"", ""活動を広げること"", ""心配で仕方ないこと""]",1,自分のことばかり考えていて、ずうずうしいこと,虫がいいは、自分のことばかり考えていて、ずうずうしいことです。
286,vocab1300_p054_005,54,meaning_context,,割り切る,わりきる,全員に好かれるのはむずかしいと割り切って、自分らしく話しました。,,割り切る の意味はどれ？,"[""こわがること"", ""活動を広げること"", ""自分の中で、きっぱりと結論を出すこと"", ""予定を直すこと""]",2,自分の中で、きっぱりと結論を出すこと,割り切るは、自分の中の原則にそって、きっぱりと結論を出すことです。
287,vocab1300_p054_006,54,meaning_context,,気がかり,きがかり,明日の発表がうまくいくか、ずっと気がかりでした。,,気がかり の意味はどれ？,"[""心配で、頭から離れないこと"", ""ずうずうしいこと"", ""仕事の範囲を広げること"", ""こわくて動けないこと""]",0,心配で、頭から離れないこと,気がかりは、心配で、頭から離れないことです。
288,vocab1300_p055_001,55,meaning_context,,顔がきく,かおがきく,その店では父の顔がきくので、店長さんが親切にしてくれました。,,顔がきく の意味はどれ？,"[""信用や人脈があって、相手に話を通しやすいこと"", ""冷たくて思いやりがないこと"", ""足りない部分を補うこと"", ""関係があること""]",0,信用や人脈があって、相手に話を通しやすいこと,顔がきくは、信用や人脈があって、相手に話を通しやすいことです。
289,vocab1300_p055_002,55,meaning_context,,板ばさみ,いたばさみ,二人の友だちがけんかをして、どちらにもつけず板ばさみになりました。,,板ばさみ の意味はどれ？,"[""好きだと思う気持ち"", ""対立する二人の間で、どちらの味方もできず困ること"", ""つながりがあること"", ""冷たく断ること""]",1,対立する二人の間で、どちらの味方もできず困ること,板ばさみは、対立する二人の間で、どちらの味方もできず困ることです。
290,vocab1300_p055_003,55,meaning_context,,補足,ほそく,先生は、足りない説明をあとから補足しました。,,補足 の意味はどれ？,"[""特別に扱ってもらうこと"", ""関係があること"", ""足りない部分を補うこと"", ""誰かを好ましく思うこと""]",2,足りない部分を補うこと,補足は、足りない部分を補うことです。
291,vocab1300_p055_004,55,meaning_context,,好意,こうい,友だちの親切な言葉に、好意を感じました。,,好意 の意味はどれ？,"[""冷たい態度"", ""足りない部分"", ""困っている状態"", ""誰かを好ましく思い、慕う気持ち""]",3,誰かを好ましく思い、慕う気持ち,好意は、誰かを好ましく思い、慕う気持ちです。
292,vocab1300_p055_005,55,meaning_context,,まつわる,まつわる,祖母から、昔のお祭りにまつわる話を聞きました。,,まつわる の意味はどれ？,"[""誰かを好きだと思うこと"", ""つながりや関係があること"", ""特別に扱ってもらうこと"", ""足りないところを補うこと""]",1,つながりや関係があること,まつわるは、つながりや関係があることです。
293,vocab1300_p055_006,55,meaning_context,,すげなく,すげなく,一緒に遊ぼうとさそったのに、すげなく断られて悲しくなりました。,,すげなく の意味はどれ？,"[""特別に扱われて"", ""関係があって"", ""冷たくて、思いやりがないようす"", ""足りない部分を補って""]",2,冷たくて、思いやりがないようす,すげなくは、冷たくて、思いやりがないようすです。
294,vocab1300_p056_001,56,meaning_context,,臨時,りんじ,大雨で電車が止まり、臨時のバスが出ました。,,臨時 の意味はどれ？,"[""とても役に立つこと"", ""独特でほかと違うこと"", ""必要な時だけ行われること"", ""悪いことが返ってくること""]",2,必要な時だけ行われること,臨時は、決まった時ではなく、必要な時だけ行われることです。
295,vocab1300_p056_002,56,meaning_context,,ユニーク,ユニーク,その子の絵は色の使い方がユニークで、すぐ目に入りました。,,ユニーク の意味はどれ？,"[""ない話を作ること"", ""独特で、ほかとは違っているようす"", ""面倒くさいこと"", ""必要な時だけ行うこと""]",1,独特で、ほかとは違っているようす,ユニークは、独特で、ほかとは違っているようすです。
296,vocab1300_p056_003,56,meaning_context,,でっち上げる,でっちあげる,友だちのせいにするため、ない話をでっち上げてはいけません。,,でっち上げる の意味はどれ？,"[""必要な時だけ行うこと"", ""とても便利なこと"", ""ない話を作り上げること"", ""何かをするのが面倒なこと""]",2,ない話を作り上げること,でっち上げるは、ない話を作り上げることです。
297,vocab1300_p056_004,56,meaning_context,,悪事の報い,あくじのむくい,人をだましてばかりいたら、あとで悪事の報いを受けることがあります。,,悪事の報い の意味はどれ？,"[""独特で変わっていること"", ""悪いことをした結果が自分に返ってくること"", ""とても便利なこと"", ""ない話を作ること""]",1,悪いことをした結果が自分に返ってくること,悪事の報いは、悪いことをした結果が、自分に返ってくることです。
298,vocab1300_p056_005,56,meaning_context,,おっくう,おっくう,寒い朝は、布団から出るのがおっくうになります。,,おっくう の意味はどれ？,"[""何かをするのが面倒くさいこと"", ""必要な時だけ行うこと"", ""悪いことが返ってくること"", ""独特で変わっていること""]",0,何かをするのが面倒くさいこと,おっくうは、何かをするのが面倒くさいことです。
299,vocab1300_p056_006,56,meaning_context,,重宝,ちょうほう,小さなライトは、暗い場所でとても重宝します。,,重宝 の意味はどれ？,"[""ない話を作ること"", ""とても役に立って便利なこと"", ""面倒くさいこと"", ""必要な時だけのこと""]",1,とても役に立って便利なこと,重宝は、とても役に立って便利なことです。
300,vocab1300_p057_001,57,meaning_context,,いなめない,いなめない,練習不足だったことは、いなめません。,,いなめない の意味はどれ？,"[""深く考えないこと"", ""否定できないこと"", ""相手を軽く見ること"", ""脅して何かをさせること""]",1,否定できないこと,いなめないは、否定できないという意味です。
301,vocab1300_p057_002,57,meaning_context,,安易,あんい,安易に答えを写すのではなく、自分で考えましょう。,,安易 の意味はどれ？,"[""物語の大まかな内容"", ""否定できないこと"", ""意地っぱりなようす"", ""深く考えないこと""]",3,深く考えないこと,安易は、深く考えないことです。
302,vocab1300_p057_003,57,meaning_context,,あらすじ,あらすじ,本を読んだあと、友だちにあらすじを短く話しました。,,あらすじ の意味はどれ？,"[""脅して何かをさせること"", ""相手を軽く見ること"", ""物語の大まかな内容"", ""深く考えないこと""]",2,物語の大まかな内容,あらすじは、物語の大まかな内容です。
303,vocab1300_p057_004,57,meaning_context,,みくびる,みくびる,相手が小さいからといって、力をみくびってはいけません。,,みくびる の意味はどれ？,"[""相手の能力や力を軽く見ること"", ""意地っぱりで頑固なようす"", ""否定できないこと"", ""物語の内容をまとめること""]",0,相手の能力や力を軽く見ること,みくびるは、相手の能力や力を軽く見ることです。
304,vocab1300_p057_005,57,meaning_context,,かたくなに,かたくなに,弟はかたくなに『行かない』と言い続けました。,,かたくなに の意味はどれ？,"[""脅して"", ""否定できずに"", ""意地っぱりで、頑固に"", ""深く考えずに""]",2,意地っぱりで、頑固に,かたくなには、意地っぱりで、頑固なようすです。
305,vocab1300_p057_006,57,meaning_context,,脅迫,きょうはく,人を脅迫して、無理に言うことを聞かせてはいけません。,,脅迫 の意味はどれ？,"[""相手を軽く見ること"", ""脅して何かをさせようとすること"", ""物語の大まかな内容"", ""否定できないこと""]",1,脅して何かをさせようとすること,脅迫は、脅して何かをさせようとすることです。
306,vocab1300_p058_001,58,meaning_context,,後くされ,あとくされ,きちんと謝ったので、後くされなく話し合いを終えられました。,,後くされ の意味はどれ？,"[""気分次第で動くこと"", ""先に決めるべきこと"", ""終わったあとも問題が残ること"", ""しっかり覚えていないこと""]",2,終わったあとも問題が残ること,後くされは、物事が終わったあとも、問題や悪い影響が残ることです。
307,vocab1300_p058_002,58,meaning_context,,気まぐれ,きまぐれ,弟は気まぐれで、遊びたいものがすぐ変わります。,,気まぐれ の意味はどれ？,"[""効果がよく分かること"", ""事前に知らせること"", ""終わったあと問題が残ること"", ""気分次第で何かをすること""]",3,気分次第で何かをすること,気まぐれは、気分次第で何かをすることです。
308,vocab1300_p058_003,58,meaning_context,,てきめん,てきめん,早く寝たら、朝の元気にてきめんの効果がありました。,,てきめん の意味はどれ？,"[""効果が目に見えてよく分かること"", ""先に決めるべきこと"", ""しっかり覚えていないこと"", ""気分で変わること""]",0,効果が目に見えてよく分かること,てきめんは、効果が目に見えてよく分かることです。
309,vocab1300_p058_004,58,meaning_context,,先決,せんけつ,遊ぶ前に、宿題を終わらせることが先決です。,,先決 の意味はどれ？,"[""事前に宣伝すること"", ""終わったあと問題が残ること"", ""先に決めるべきこと"", ""気分次第で動くこと""]",2,先に決めるべきこと,先決は、先に決めるべきことです。
310,vocab1300_p058_005,58,meaning_context,,ふれこみ,ふれこみ,その店は『大きなケーキが人気』というふれこみでした。,,ふれこみ の意味はどれ？,"[""先に決めること"", ""事前に宣伝したり知らせたりすること"", ""しっかり覚えていないこと"", ""効果が出ること""]",1,事前に宣伝したり知らせたりすること,ふれこみは、事前に宣伝したり、周りに知らせたりすることです。
311,vocab1300_p058_006,58,meaning_context,,うろ覚え,うろおぼえ,歌の歌詞をうろ覚えだったので、途中で止まってしまいました。,,うろ覚え の意味はどれ？,"[""気分次第で変わること"", ""しっかりと覚えていないこと"", ""効果がよく分かること"", ""先に決めること""]",1,しっかりと覚えていないこと,うろ覚えは、しっかりと覚えていないことです。
312,vocab1300_p059_001,59,meaning_context,,自滅,じめつ,ふざけすぎて注意を聞かなかったため、試合で自滅してしまいました。,,自滅 の意味はどれ？,"[""自分自身の失敗でだめになること"", ""立派で堂々としているようす"", ""一か所に集まること"", ""用意しておくこと""]",0,自分自身の失敗でだめになること,自滅は、自分自身の失敗でだめになることです。
313,vocab1300_p059_002,59,meaning_context,,お膳立て,おぜんだて,母がお膳立てをしてくれたので、すぐ工作を始められました。,,お膳立て の意味はどれ？,"[""軽く見ること"", ""すぐ取りかかれるように用意しておくこと"", ""全額用意すること"", ""堂々としていること""]",1,すぐ取りかかれるように用意しておくこと,お膳立ては、すぐに取りかかれるように用意しておくことです。
314,vocab1300_p059_003,59,meaning_context,,耳をそろえて,みみをそろえて,借りていたお金を、耳をそろえて返しました。,,耳をそろえて の意味はどれ？,"[""たくさん集まって"", ""自分の失敗でだめになって"", ""借りたお金などを全額きちんと用意して"", ""すぐ始められるようにして""]",2,借りたお金などを全額きちんと用意して,耳をそろえては、借りたお金などを全額きちんと用意することです。
315,vocab1300_p059_004,59,meaning_context,,高をくくる,たかをくくる,簡単だと高をくくっていたら、テストで時間が足りませんでした。,,高をくくる の意味はどれ？,"[""堂々としていること"", ""全額用意すること"", ""一か所に集まること"", ""大体この程度だろうと軽く見ること""]",3,大体この程度だろうと軽く見ること,高をくくるは、大体この程度だろうと軽く見ることです。
316,vocab1300_p059_005,59,meaning_context,,貫禄,かんろく,校長先生は落ち着いていて、貫禄があります。,,貫禄 の意味はどれ？,"[""自分の失敗でだめになること"", ""用意しておくこと"", ""堂々として立派な雰囲気"", ""軽く見ること""]",2,堂々として立派な雰囲気,貫禄は、態度や雰囲気が立派で、堂々としているようすです。
317,vocab1300_p059_006,59,meaning_context,,群がる,むらがる,人気のパン屋さんの前に、人が群がっていました。,,群がる の意味はどれ？,"[""全額用意すること"", ""たくさんの人や物が一か所に集まること"", ""軽く見ること"", ""堂々としていること""]",1,たくさんの人や物が一か所に集まること,群がるは、たくさんの人や物が一か所に集まることです。
318,vocab1300_p060_001,60,meaning_context,,もってこい,もってこい,この広い公園は、走り回って遊ぶのにもってこいです。,,もってこい の意味はどれ？,"[""年の初め"", ""特に"", ""慣れていないようす"", ""ちょうどよく、ぴったりのようす""]",3,ちょうどよく、ぴったりのようす,もってこいは、ちょうどよく、ぴったりのようすです。
319,vocab1300_p060_002,60,meaning_context,,年始,ねんし,年始には、家族で神社へ行きました。,,年始 の意味はどれ？,"[""年の初め"", ""はっきり違うこと"", ""何かに関連づけること"", ""ぴったりなこと""]",0,年の初め,年始は、年の初めのことです。
320,vocab1300_p060_003,60,meaning_context,,ことに,ことに,今日はことに寒いので、手ぶくろを持って行きましょう。,,ことに の意味はどれ？,"[""年の初め"", ""慣れていなくて"", ""特に、とりわけ"", ""はっきり区別して""]",2,特に、とりわけ,ことには、特に、とりわけ、という意味です。
321,vocab1300_p060_004,60,meaning_context,,ちなんで,ちなんで,学校の創立記念日にちなんで、昔の写真を見ました。,,ちなんで の意味はどれ？,"[""ぴったりで"", ""特に"", ""年の初めに"", ""何かに関連づけて""]",3,何かに関連づけて,ちなんでは、何かに関連づけて、という意味です。
322,vocab1300_p060_005,60,meaning_context,,ぎこちない,ぎこちない,初めての英語の発表で、少しぎこちない話し方になりました。,,ぎこちない の意味はどれ？,"[""慣れていなくて、滑らかでないようす"", ""何かに関連づけること"", ""ちょうどよいこと"", ""年の初め""]",0,慣れていなくて、滑らかでないようす,ぎこちないは、慣れていなくて、動きや話し方が滑らかでないようすです。
323,vocab1300_p060_006,60,meaning_context,,一線を画する,いっせんをかくする,その作品は工夫が多く、ほかの作品とは一線を画していました。,,一線を画する の意味はどれ？,"[""特に目立つこと"", ""はっきりと区別できること"", ""慣れていないこと"", ""年の初めのこと""]",1,はっきりと区別できること,一線を画するは、はっきりと区別できること、明らかに違いがあることです。
324,vocab1300_p061_001,61,meaning_context,animal_idiom_word,うなぎの寝床,うなぎのねどこ,その古い店は、入口はせまいけれど奥が長く、うなぎの寝床のようでした。,,うなぎの寝床 の意味はどれ？,"[""少しの元手で大きな利益を得ること"", ""細長い家や部屋のこと"", ""同じ幸運をまたねらうこと"", ""手に入らないものがよく見えること""]",1,細長い家や部屋のこと,うなぎの寝床は、細長い家や部屋のことです。
325,vocab1300_p061_002,61,meaning_context,animal_idiom_word,えびで鯛を釣る,えびでたいをつる,小さなお礼をしただけなのに大きなお返しをもらい、えびで鯛を釣るようでした。,,えびで鯛を釣る の意味はどれ？,"[""相手に任せるしかないこと"", ""落ちぶれても品があること"", ""少しの元手で大きな利益を得ること"", ""細長い家や部屋のこと""]",2,少しの元手で大きな利益を得ること,えびで鯛を釣るは、少しの元手や努力で、とても大きな利益を得ることです。
326,vocab1300_p061_003,61,meaning_context,animal_idiom_word,柳の下のどじょう,やなぎのしたのどじょう,一度当たったからといって、また同じ方法で当たるとは限りません。柳の下のどじょうですね。,,柳の下のどじょう の意味はどれ？,"[""同じ方法でまた同じ幸運を得ようとすること"", ""少しの元手で大きな利益を得ること"", ""手に入らないものがよく見えること"", ""相手に任せるしかないこと""]",0,同じ方法でまた同じ幸運を得ようとすること,柳の下のどじょうは、前と同じ方法で、また同じ幸運を得ようとすることです。
327,vocab1300_p061_004,61,meaning_context,animal_idiom_word,逃げた魚は大きい,にげたさかなはおおきい,買わなかったおもちゃが、あとからとてもよく見えてきました。逃げた魚は大きいですね。,,逃げた魚は大きい の意味はどれ？,"[""落ちぶれても品があること"", ""細長い家や部屋のこと"", ""同じ幸運をまたねらうこと"", ""手に入れそこねたものほど、よく見えること""]",3,手に入れそこねたものほど、よく見えること,逃げた魚は大きいは、手に入れそこねたものほど価値があるように感じることです。
328,vocab1300_p061_005,61,meaning_context,animal_idiom_word,腐っても鯛,くさってもたい,古い道具ですが、もとはよい品なので、今でもしっかり使えます。腐っても鯛ですね。,,腐っても鯛 の意味はどれ？,"[""相手に任せるしかないこと"", ""少しの元手で大きな利益を得ること"", ""落ちぶれても、もとの価値や品が残ること"", ""同じ幸運をまたねらうこと""]",2,落ちぶれても、もとの価値や品が残ること,腐っても鯛は、落ちぶれても、もとの価値や品が残っているという意味です。
329,vocab1300_p061_006,61,meaning_context,animal_idiom_word,まな板の鯉,まないたのこい,検査の結果を待つしかなく、私はまな板の鯉のような気持ちでした。,,まな板の鯉 の意味はどれ？,"[""細長い家や部屋のこと"", ""手に入らないものがよく見えること"", ""落ちぶれても品があること"", ""どうにもできず、相手に任せるしかない状態""]",3,どうにもできず、相手に任せるしかない状態,まな板の鯉は、どうにもできず、相手に任せるしかない状態です。
330,vocab1300_p063_001,63,meaning_context,,五十歩百歩,ごじっぽひゃっぽ,二人の点数は少し違いますが、どちらも同じくらいです。五十歩百歩ですね。,,五十歩百歩 の意味はどれ？,"[""強く願うこと"", ""少し違っても、大きな差はないこと"", ""違うように見せかけること"", ""とがっている先の部分""]",1,少し違っても、大きな差はないこと,五十歩百歩は、少しの違いはあっても、大きな差はないという意味です。
331,vocab1300_p063_002,63,meaning_context,,よそよそしい,よそよそしい,転校したばかりで、友だちは少しよそよそしい態度でした。,,よそよそしい の意味はどれ？,"[""素直でかわいらしいようす"", ""強く願うこと"", ""他人行儀で、打ち解けていないようす"", ""少ししか違わないこと""]",2,他人行儀で、打ち解けていないようす,よそよそしいは、他人行儀で、打ち解けていないようすです。
332,vocab1300_p063_003,63,meaning_context,,装う,よそおう,青ちゃんは、劇でお姫様を装って舞台に立ちました。,,装う の意味はどれ？,"[""とがっている先を示すこと"", ""違うように見せかけること"", ""素直でかわいいこと"", ""打ち解けていないこと""]",1,違うように見せかけること,装うは、本当とは違うように見せかけることです。
